Zeit;wasserstand;wasserstand_status;abfluss;abfluss_status
2016-11-10 00:00:00;43.0;1;1.5395;1
2016-11-11 00:00:00;43.0;1;1.4485;1
2016-11-12 00:00:00;43.0;1;1.4589;1
2016-11-13 00:00:00;43.0;1;1.2109;1
2016-11-14 00:00:00;43.0;1;1.0414;1
2016-11-15 00:00:00;43.0;1;1.32;1
2016-11-16 00:00:00;43.0;1;1.5194;1
2016-11-17 00:00:00;43.0;1;1.5673;1
2016-11-18 00:00:00;44.0;1;1.5044;1
2016-11-19 00:00:00;44.0;1;1.55;1
2016-11-20 00:00:00;44.0;1;1.5548;1
2016-11-21 00:00:00;44.0;1;1.56;1
2016-11-22 00:00:00;44.0;1;1.5683;1
2016-11-23 00:00:00;44.0;1;1.5683;1
2016-11-24 00:00:00;44.0;1;1.4275;1
2016-11-25 00:00:00;44.0;1;1.3996;1
2016-11-26 00:00:00;44.0;1;1.5549;1
2016-11-27 00:00:00;44.0;1;1.3869;1
2016-11-28 00:00:00;43.0;1;1.2754;1
2016-11-29 00:00:00;43.0;1;0.9066;1
2016-11-30 00:00:00;44.0;1;1.1512;1
2016-12-01 00:00:00;43.0;1;1.4194;1
2016-12-02 00:00:00;43.0;1;1.7012;1
2016-12-03 00:00:00;43.0;1;0.8836;1
2016-12-04 00:00:00;43.0;1;1.0304;1
2016-12-05 00:00:00;44.0;1;1.2571;1
2016-12-06 00:00:00;44.0;1;1.2479;1
2016-12-07 00:00:00;45.0;1;1.2379;1
2016-12-08 00:00:00;46.0;1;1.2285;1
2016-12-09 00:00:00;47.0;1;1.2194;1
2016-12-10 00:00:00;47.0;1;1.21;1
2016-12-11 00:00:00;48.0;1;1.2002;1
2016-12-12 00:00:00;47.0;1;1.7453;1
2016-12-13 00:00:00;48.0;1;1.539;1
2016-12-14 00:00:00;49.0;1;1.694;1
2016-12-15 00:00:00;48.0;1;1.8163;1
2016-12-16 00:00:00;48.0;1;1.7499;1
2016-12-17 00:00:00;48.0;1;1.6977;1
2016-12-18 00:00:00;49.0;1;1.6715;1
2016-12-19 00:00:00;48.0;1;1.7442;1
2016-12-20 00:00:00;49.0;1;1.7802;1
2016-12-21 00:00:00;49.0;1;1.5952;1
2016-12-22 00:00:00;49.0;1;2.0654;1
2016-12-23 00:00:00;48.0;1;2.6431;1
2016-12-24 00:00:00;49.0;1;2.5892;1
2016-12-25 00:00:00;50.0;1;2.5685;1
2016-12-26 00:00:00;50.0;1;2.7473;1
2016-12-27 00:00:00;51.0;1;2.5862;1
2016-12-28 00:00:00;51.0;1;2.881;1
2016-12-29 00:00:00;52.0;1;2.8523;1
2016-12-30 00:00:00;53.0;1;2.8513;1
2016-12-31 00:00:00;53.0;1;2.864;1
2017-01-01 00:00:00;54.0;1;2.7727;1
2017-01-02 00:00:00;53.0;1;2.6842;1
2017-01-03 00:00:00;54.0;1;2.749;1
2017-01-04 00:00:00;53.0;1;3.2596;1
2017-01-05 00:00:00;51.0;1;4.3548;1
2017-01-06 00:00:00;49.0;1;4.1981;1
2017-01-07 00:00:00;49.0;1;3.5444;1
2017-01-08 00:00:00;48.0;1;3.3863;1
2017-01-09 00:00:00;47.0;1;3.5375;1
2017-01-10 00:00:00;47.0;1;3.41;1
2017-01-11 00:00:00;47.0;1;3.3867;1
2017-01-12 00:00:00;49.0;1;3.4754;1
2017-01-13 00:00:00;49.0;1;3.6673;1
2017-01-14 00:00:00;50.0;1;4.1833;1
2017-01-15 00:00:00;50.0;1;3.8979;1
2017-01-16 00:00:00;50.0;1;3.7927;1
2017-01-17 00:00:00;49.0;1;3.8958;1
2017-01-18 00:00:00;49.0;1;3.8256;1
2017-01-19 00:00:00;48.0;1;3.8065;1
2017-01-20 00:00:00;48.0;1;3.604;1
2017-01-21 00:00:00;48.0;1;3.5567;1
2017-01-22 00:00:00;48.0;1;3.5431;1
2017-01-23 00:00:00;48.0;1;2.8954;1
2017-01-24 00:00:00;49.0;1;2.344;1
2017-01-25 00:00:00;49.0;1;2.3038;1
2017-01-26 00:00:00;49.0;1;2.8171;1
2017-01-27 00:00:00;48.0;1;3.8035;1
2017-01-28 00:00:00;47.0;1;3.716;1
2017-01-29 00:00:00;47.0;1;3.7183;1
2017-01-30 00:00:00;47.0;1;3.314;1
2017-01-31 00:00:00;47.0;1;3.7933;1
2017-02-01 00:00:00;47.0;1;3.8106;1
2017-02-02 00:00:00;46.0;1;3.6496;1
2017-02-03 00:00:00;45.0;1;3.5246;1
2017-02-04 00:00:00;45.0;1;3.5056;1
2017-02-05 00:00:00;44.0;1;3.3287;1
2017-02-06 00:00:00;43.0;1;2.5792;1
2017-02-07 00:00:00;44.0;1;2.2354;1
2017-02-08 00:00:00;43.0;1;1.8543;1
2017-02-09 00:00:00;43.0;1;1.5173;1
2017-02-10 00:00:00;43.0;1;1.3557;1
2017-02-11 00:00:00;43.0;1;1.2138;1
2017-02-12 00:00:00;42.0;1;1.6381;1
2017-02-13 00:00:00;43.0;1;1.4296;1
2017-02-14 00:00:00;42.0;1;1.5403;1
2017-02-15 00:00:00;43.0;1;1.3564;1
2017-02-16 00:00:00;43.0;1;1.2506;1
2017-02-17 00:00:00;43.0;1;0.9005;1
2017-02-18 00:00:00;43.0;1;1.2536;1
2017-02-19 00:00:00;43.0;1;1.0604;1
2017-02-20 00:00:00;44.0;1;1.5359;1
2017-02-21 00:00:00;44.0;1;1.7711;1
2017-02-22 00:00:00;46.0;1;1.9451;1
2017-02-23 00:00:00;47.0;1;2.5877;1
2017-02-24 00:00:00;48.0;1;3.2923;1
2017-02-25 00:00:00;49.0;1;3.5883;1
2017-02-26 00:00:00;50.0;1;3.4929;1
2017-02-27 00:00:00;49.0;1;3.4944;1
2017-02-28 00:00:00;49.0;1;3.386;1
2017-03-01 00:00:00;49.0;1;3.3988;1
2017-03-02 00:00:00;49.0;1;3.5673;1
2017-03-03 00:00:00;50.0;1;3.5942;1
2017-03-04 00:00:00;50.0;1;3.7246;1
2017-03-05 00:00:00;51.0;1;3.765;1
2017-03-06 00:00:00;51.0;1;3.6177;1
2017-03-07 00:00:00;51.0;1;3.786;1
2017-03-08 00:00:00;50.0;1;4.391;1
2017-03-09 00:00:00;48.0;1;5.206;1
2017-03-10 00:00:00;49.0;1;4.9756;1
2017-03-11 00:00:00;50.0;1;4.0765;1
2017-03-12 00:00:00;50.0;1;3.9204;1
2017-03-13 00:00:00;50.0;1;3.6442;1
2017-03-14 00:00:00;49.0;1;3.8604;1
2017-03-15 00:00:00;49.0;1;3.6729;1
2017-03-16 00:00:00;49.0;1;3.7471;1
2017-03-17 00:00:00;49.0;1;3.96;1
2017-03-18 00:00:00;49.0;1;3.7348;1
2017-03-19 00:00:00;49.0;1;4.0465;1
2017-03-20 00:00:00;49.0;1;4.0179;1
2017-03-21 00:00:00;49.0;1;3.9617;1
2017-03-22 00:00:00;49.0;1;4.1135;1
2017-03-23 00:00:00;49.0;1;4.1213;1
2017-03-24 00:00:00;49.0;1;4.0848;1
2017-03-25 00:00:00;51.0;1;4.2248;1
2017-03-26 00:00:00;55.0;1;4.4671;1
2017-03-27 00:00:00;55.0;1;5.6788;1
2017-03-28 00:00:00;52.0;1;6.5842;1
2017-03-29 00:00:00;51.0;1;6.5925;1
2017-03-30 00:00:00;51.0;1;6.3465;1
2017-03-31 00:00:00;50.0;1;6.3554;1
2017-04-01 00:00:00;50.0;1;6.1913;1
2017-04-02 00:00:00;50.0;1;6.196;1
2017-04-03 00:00:00;52.0;1;4.6098;1
2017-04-04 00:00:00;54.0;1;3.9277;1
2017-04-05 00:00:00;50.0;1;5.3296;1
2017-04-06 00:00:00;49.0;1;4.2296;1
2017-04-07 00:00:00;50.0;1;3.0871;1
2017-04-08 00:00:00;49.0;1;2.9875;1
2017-04-09 00:00:00;49.0;1;2.8844;1
2017-04-10 00:00:00;48.0;1;3.1454;1
2017-04-11 00:00:00;47.0;1;2.8779;1
2017-04-12 00:00:00;47.0;1;2.8965;1
2017-04-13 00:00:00;47.0;1;2.8098;1
2017-04-14 00:00:00;46.0;1;2.7331;1
2017-04-15 00:00:00;46.0;1;2.7356;1
2017-04-16 00:00:00;46.0;1;2.676;1
2017-04-17 00:00:00;45.0;1;2.474;1
2017-04-18 00:00:00;45.0;1;2.3794;1
2017-04-19 00:00:00;45.0;1;2.012;1
2017-04-20 00:00:00;45.0;1;1.8099;1
2017-04-21 00:00:00;46.0;1;1.6543;1
2017-04-22 00:00:00;45.0;1;1.5638;1
2017-04-23 00:00:00;45.0;1;1.4009;1
2017-04-24 00:00:00;46.0;1;2.0362;1
2017-04-25 00:00:00;44.0;1;3.7775;1
2017-04-26 00:00:00;45.0;1;3.4654;1
2017-04-27 00:00:00;48.0;1;2.55;1
2017-04-28 00:00:00;48.0;1;3.0108;1
2017-04-29 00:00:00;47.0;1;2.894;1
2017-04-30 00:00:00;47.0;1;2.7483;1
2017-05-01 00:00:00;46.0;1;2.4577;1
2017-05-02 00:00:00;46.0;1;1.4834;1
2017-05-03 00:00:00;47.0;1;1.0742;1
2017-05-04 00:00:00;47.0;1;0.9724;1
2017-05-05 00:00:00;49.0;1;1.4351;1
2017-05-06 00:00:00;50.0;1;1.1719;1
2017-05-07 00:00:00;50.0;1;1.3374;1
2017-05-08 00:00:00;49.0;1;1.8306;1
2017-05-09 00:00:00;49.0;1;2.3998;1
2017-05-10 00:00:00;48.0;1;2.6031;1
2017-05-11 00:00:00;47.0;1;2.4531;1
2017-05-12 00:00:00;47.0;1;2.1582;1
2017-05-13 00:00:00;47.0;1;1.6158;1
2017-05-14 00:00:00;47.0;1;1.6228;1
2017-05-15 00:00:00;47.0;1;1.8019;1
2017-05-16 00:00:00;48.0;1;1.8021;1
2017-05-17 00:00:00;48.0;1;1.9192;1
2017-05-18 00:00:00;48.0;1;1.6991;1
2017-05-19 00:00:00;48.0;1;1.6995;1
2017-05-20 00:00:00;49.0;1;2.2088;1
2017-05-21 00:00:00;50.0;1;2.0162;1
2017-05-22 00:00:00;50.0;1;2.1488;1
2017-05-23 00:00:00;48.0;1;2.9917;1
2017-05-24 00:00:00;46.0;1;2.68;1
2017-05-25 00:00:00;46.0;1;2.2431;1
2017-05-26 00:00:00;45.0;1;2.1515;1
2017-05-27 00:00:00;45.0;1;2.111;1
2017-05-28 00:00:00;45.0;1;1.8424;1
2017-05-29 00:00:00;45.0;1;1.4832;1
2017-05-30 00:00:00;46.0;1;1.4613;1
2017-05-31 00:00:00;46.0;1;1.6335;1
2017-06-01 00:00:00;46.0;1;1.2864;1
2017-06-02 00:00:00;46.0;1;1.2376;1
2017-06-03 00:00:00;46.0;1;1.0103;1
2017-06-04 00:00:00;47.0;1;0.4202;1
2017-06-05 00:00:00;47.0;1;0.9539;1
2017-06-06 00:00:00;47.0;1;1.382;1
2017-06-07 00:00:00;46.0;1;1.7663;1
2017-06-08 00:00:00;44.0;1;1.7848;1
2017-06-09 00:00:00;44.0;1;1.5618;1
2017-06-10 00:00:00;45.0;1;1.2163;1
2017-06-11 00:00:00;45.0;1;1.309;1
2017-06-12 00:00:00;46.0;1;1.3564;1
2017-06-13 00:00:00;44.0;1;1.3153;1
2017-06-14 00:00:00;43.0;1;1.3353;1
2017-06-15 00:00:00;45.0;1;1.1055;1
2017-06-16 00:00:00;46.0;1;0.9532;1
2017-06-17 00:00:00;45.0;1;0.8852;1
2017-06-18 00:00:00;45.0;1;1.0104;1
2017-06-19 00:00:00;46.0;1;1.1453;1
2017-06-20 00:00:00;46.0;1;0.8881;1
2017-06-21 00:00:00;46.0;1;0.9409;1
2017-06-22 00:00:00;46.0;1;1.1149;1
2017-06-23 00:00:00;47.0;1;1.3839;1
2017-06-24 00:00:00;47.0;1;1.4444;1
2017-06-25 00:00:00;47.0;1;1.3607;1
2017-06-26 00:00:00;46.0;1;1.3946;1
2017-06-27 00:00:00;46.0;1;1.3715;1
2017-06-28 00:00:00;45.0;1;1.4212;1
2017-06-29 00:00:00;44.0;1;1.6042;1
2017-06-30 00:00:00;48.0;1;3.7665;1
2017-07-01 00:00:00;47.0;1;5.0169;1
2017-07-02 00:00:00;47.0;1;4.8769;1
2017-07-03 00:00:00;47.0;1;5.0073;1
2017-07-04 00:00:00;47.0;1;4.8488;1
2017-07-05 00:00:00;44.0;1;5.3631;1
2017-07-06 00:00:00;42.0;1;4.9783;1
2017-07-07 00:00:00;46.0;1;4.6565;1
2017-07-08 00:00:00;47.0;1;4.3217;1
2017-07-09 00:00:00;47.0;1;4.0173;1
2017-07-10 00:00:00;47.0;1;3.9375;1
2017-07-11 00:00:00;47.0;1;3.7831;1
2017-07-12 00:00:00;46.0;1;3.65;1
2017-07-13 00:00:00;45.0;1;3.4927;1
2017-07-14 00:00:00;45.0;1;3.3927;1
2017-07-15 00:00:00;45.0;1;3.2621;1
2017-07-16 00:00:00;45.0;1;3.1392;1
2017-07-17 00:00:00;44.0;1;2.981;1
2017-07-18 00:00:00;43.0;1;2.9165;1
2017-07-19 00:00:00;43.0;1;2.9096;1
2017-07-20 00:00:00;43.0;1;2.8383;1
2017-07-21 00:00:00;43.0;1;2.8075;1
2017-07-22 00:00:00;43.0;1;2.7821;1
2017-07-23 00:00:00;44.0;1;2.6673;1
2017-07-24 00:00:00;43.0;1;2.634;1
2017-07-25 00:00:00;42.0;1;2.9204;1
2017-07-26 00:00:00;41.0;1;3.8415;1
2017-07-27 00:00:00;41.0;1;3.7967;1
2017-07-28 00:00:00;40.0;1;3.9319;1
2017-07-29 00:00:00;41.0;1;4.0404;1
2017-07-30 00:00:00;42.0;1;4.0831;1
2017-07-31 00:00:00;40.0;1;4.4775;1
2017-08-01 00:00:00;37.0;1;4.2463;1
2017-08-02 00:00:00;42.0;1;3.6129;1
2017-08-03 00:00:00;43.0;1;3.7977;1
2017-08-04 00:00:00;42.0;1;4.0496;1
2017-08-05 00:00:00;40.0;1;3.7721;1
2017-08-06 00:00:00;39.0;1;3.5592;1
2017-08-07 00:00:00;42.0;1;2.7613;1
2017-08-08 00:00:00;49.0;1;2.1967;1
2017-08-09 00:00:00;47.0;1;2.7579;1
2017-08-10 00:00:00;44.0;1;2.9275;1
2017-08-11 00:00:00;44.0;1;2.7702;1
2017-08-12 00:00:00;45.0;1;2.855;1
2017-08-13 00:00:00;46.0;1;2.659;1
2017-08-14 00:00:00;44.0;1;2.755;1
2017-08-15 00:00:00;43.0;1;2.7013;1
2017-08-16 00:00:00;47.0;1;2.1308;1
2017-08-17 00:00:00;47.0;1;2.2885;1
2017-08-18 00:00:00;44.0;1;2.705;1
2017-08-19 00:00:00;43.0;1;2.6931;1
2017-08-20 00:00:00;45.0;1;2.4794;1
2017-08-21 00:00:00;44.0;1;2.6769;1
2017-08-22 00:00:00;43.0;1;2.6815;1
2017-08-23 00:00:00;46.0;1;2.2663;1
2017-08-24 00:00:00;47.0;1;2.0827;1
2017-08-25 00:00:00;46.0;1;2.0546;1
2017-08-26 00:00:00;46.0;1;2.0796;1
2017-08-27 00:00:00;45.0;1;2.0048;1
2017-08-28 00:00:00;45.0;1;1.9827;1
2017-08-29 00:00:00;45.0;1;1.9633;1
2017-08-30 00:00:00;45.0;1;1.9183;1
2017-08-31 00:00:00;45.0;1;1.9108;1
2017-09-01 00:00:00;45.0;1;1.7665;1
2017-09-02 00:00:00;45.0;1;1.6546;1
2017-09-03 00:00:00;45.0;1;1.5352;1
2017-09-04 00:00:00;45.0;1;1.4308;1
2017-09-05 00:00:00;45.0;1;1.4865;1
2017-09-06 00:00:00;46.0;1;2.0992;1
2017-09-07 00:00:00;45.0;1;2.281;1
2017-09-08 00:00:00;43.0;1;2.5973;1
2017-09-09 00:00:00;42.0;1;2.934;1
2017-09-10 00:00:00;43.0;1;3.0585;1
2017-09-11 00:00:00;43.0;1;2.9844;1
2017-09-12 00:00:00;42.0;1;2.5985;1
2017-09-13 00:00:00;44.0;1;2.5756;1
2017-09-14 00:00:00;45.0;1;2.1469;1
2017-09-15 00:00:00;43.0;1;2.3148;1
2017-09-16 00:00:00;43.0;1;2.0094;1
2017-09-17 00:00:00;43.0;1;1.8594;1
2017-09-18 00:00:00;43.0;1;1.7281;1
2017-09-19 00:00:00;45.0;1;1.5208;1
2017-09-20 00:00:00;45.0;1;1.5385;1
2017-09-21 00:00:00;45.0;1;1.4758;1
2017-09-22 00:00:00;44.0;1;1.4306;1
2017-09-23 00:00:00;44.0;1;1.3813;1
2017-09-24 00:00:00;45.0;1;1.253;1
2017-09-25 00:00:00;45.0;1;1.2897;1
2017-09-26 00:00:00;45.0;1;1.3727;1
2017-09-27 00:00:00;45.0;1;1.3221;1
2017-09-28 00:00:00;46.0;1;1.7631;1
2017-09-29 00:00:00;46.0;1;2.1194;1
2017-09-30 00:00:00;46.0;1;2.0385;1
2017-10-01 00:00:00;46.0;1;2.146;1
2017-10-02 00:00:00;46.0;1;2.6862;1
2017-10-03 00:00:00;45.0;1;3.0773;1
2017-10-04 00:00:00;47.0;1;3.0446;1
2017-10-05 00:00:00;51.0;1;3.7285;1
2017-10-06 00:00:00;50.0;1;5.496;1
2017-10-07 00:00:00;48.0;1;5.7729;1
2017-10-08 00:00:00;47.0;1;6.0033;1
2017-10-09 00:00:00;46.0;1;6.1769;1
2017-10-10 00:00:00;44.0;1;6.5188;1
2017-10-11 00:00:00;44.0;1;6.4919;1
2017-10-12 00:00:00;46.0;1;5.6648;1
2017-10-13 00:00:00;51.0;1;4.1444;1
2017-10-14 00:00:00;50.0;1;4.2896;1
2017-10-15 00:00:00;50.0;1;4.1319;1
2017-10-16 00:00:00;48.0;1;4.2877;1
2017-10-17 00:00:00;47.0;1;4.0673;1
2017-10-18 00:00:00;47.0;1;3.6815;1
2017-10-19 00:00:00;49.0;1;2.8108;1
2017-10-20 00:00:00;48.0;1;3.4902;1
2017-10-21 00:00:00;43.0;1;4.406;1
2017-10-22 00:00:00;43.0;1;4.1565;1
2017-10-23 00:00:00;45.0;1;4.1065;1
2017-10-24 00:00:00;47.0;1;4.3027;1
2017-10-25 00:00:00;49.0;1;4.4354;1
2017-10-26 00:00:00;51.0;1;4.364;1
2017-10-27 00:00:00;49.0;1;4.631;1
2017-10-28 00:00:00;49.0;1;4.2975;1
2017-10-29 00:00:00;53.0;1;2.7535;1
2017-10-30 00:00:00;54.0;1;3.6644;1
2017-10-31 00:00:00;50.0;1;5.1133;1
2017-11-01 00:00:00;50.0;1;5.209;1
2017-11-02 00:00:00;52.0;1;5.3773;1
2017-11-03 00:00:00;51.0;1;5.6088;1
2017-11-04 00:00:00;48.0;1;5.8904;1
2017-11-05 00:00:00;48.0;1;5.2742;1
2017-11-06 00:00:00;49.0;1;4.5635;1
2017-11-07 00:00:00;49.0;1;4.2675;1
2017-11-08 00:00:00;48.0;1;4.2706;1
2017-11-09 00:00:00;47.0;1;4.1488;1
2017-11-10 00:00:00;47.0;1;4.2073;1
2017-11-11 00:00:00;50.0;1;3.9673;1
2017-11-12 00:00:00;51.0;1;3.7381;1
2017-11-13 00:00:00;49.0;1;4.0865;1
2017-11-14 00:00:00;49.0;1;4.2275;1
2017-11-15 00:00:00;48.0;1;4.2665;1
2017-11-16 00:00:00;46.0;1;4.6594;1
2017-11-17 00:00:00;45.0;1;4.3667;1
2017-11-18 00:00:00;46.0;1;4.1925;1
2017-11-19 00:00:00;48.0;1;3.8456;1
2017-11-20 00:00:00;48.0;1;3.9627;1
2017-11-21 00:00:00;47.0;1;4.3058;1
2017-11-22 00:00:00;46.0;1;5.3165;1
2017-11-23 00:00:00;47.0;1;5.1152;1
2017-11-24 00:00:00;48.0;1;4.9292;1
2017-11-25 00:00:00;49.0;1;4.9146;1
2017-11-26 00:00:00;49.0;1;4.95;1
2017-11-27 00:00:00;50.0;1;4.8631;1
2017-11-28 00:00:00;51.0;1;5.011;1
2017-11-29 00:00:00;50.0;1;5.0104;1
2017-11-30 00:00:00;50.0;1;4.9473;1
2017-12-01 00:00:00;51.0;1;5.0113;1
2017-12-02 00:00:00;51.0;1;4.9977;1
2017-12-03 00:00:00;50.0;1;4.9698;1
2017-12-04 00:00:00;51.0;1;5.0677;1
2017-12-05 00:00:00;50.0;1;5.0665;1
2017-12-06 00:00:00;51.0;1;5.104;1
2017-12-07 00:00:00;51.0;1;5.319;1
2017-12-08 00:00:00;48.0;1;5.9965;1
2017-12-09 00:00:00;45.0;1;7.0283;1
2017-12-10 00:00:00;45.0;1;6.8315;1
2017-12-11 00:00:00;45.0;1;5.8579;1
2017-12-12 00:00:00;48.0;1;5.3671;1
2017-12-13 00:00:00;48.0;1;6.1913;1
2017-12-14 00:00:00;51.0;1;6.7335;1
2017-12-15 00:00:00;50.0;1;6.8617;1
2017-12-16 00:00:00;50.0;1;6.7663;1
2017-12-17 00:00:00;49.0;1;6.3152;1
2017-12-18 00:00:00;49.0;1;6.4377;1
2017-12-19 00:00:00;48.0;1;6.3354;1
2017-12-20 00:00:00;48.0;1;6.026;1
2017-12-21 00:00:00;48.0;1;5.89;1
2017-12-22 00:00:00;47.0;1;5.9129;1
2017-12-23 00:00:00;47.0;1;5.9344;1
2017-12-24 00:00:00;48.0;1;5.5025;1
2017-12-25 00:00:00;49.0;1;5.3708;1
2017-12-26 00:00:00;49.0;1;5.2481;1
2017-12-27 00:00:00;47.0;1;5.3113;1
2017-12-28 00:00:00;47.0;1;5.5408;1
2017-12-29 00:00:00;47.0;1;5.3321;1
2017-12-30 00:00:00;47.0;1;5.4173;1
2017-12-31 00:00:00;49.0;1;5.5563;1
2018-01-01 00:00:00;53.0;1;5.945;1
2018-01-02 00:00:00;51.0;1;6.0313;1
2018-01-03 00:00:00;50.0;1;8.029;1
2018-01-04 00:00:00;52.0;1;9.5273;1
2018-01-05 00:00:00;54.0;1;9.8904;1
2018-01-06 00:00:00;54.0;1;9.8421;1
2018-01-07 00:00:00;53.0;1;9.359;1
2018-01-08 00:00:00;51.0;1;8.9019;1
2018-01-09 00:00:00;48.0;1;8.7194;1
2018-01-10 00:00:00;47.0;1;8.4844;1
2018-01-11 00:00:00;48.0;1;7.4125;1
2018-01-12 00:00:00;51.0;1;6.7169;1
2018-01-13 00:00:00;50.0;1;7.2927;1
2018-01-14 00:00:00;50.0;1;7.1831;1
2018-01-15 00:00:00;50.0;1;7.2856;1
2018-01-16 00:00:00;51.0;1;7.4475;1
2018-01-17 00:00:00;51.0;1;7.7369;1
2018-01-18 00:00:00;51.0;1;8.2133;1
2018-01-19 00:00:00;52.0;1;8.876;1
2018-01-20 00:00:00;51.0;1;9.3817;1
2018-01-21 00:00:00;51.0;1;9.209;1
2018-01-22 00:00:00;52.0;1;8.4219;1
2018-01-23 00:00:00;55.0;1;7.6527;1
2018-01-24 00:00:00;56.0;1;7.9592;1
2018-01-25 00:00:00;57.0;1;7.7673;1
2018-01-26 00:00:00;55.0;1;8.0469;1
2018-01-27 00:00:00;51.0;1;8.5846;1
2018-01-28 00:00:00;50.0;1;8.3575;1
2018-01-29 00:00:00;50.0;1;8.2175;1
2018-01-30 00:00:00;51.0;1;8.1092;1
2018-01-31 00:00:00;51.0;1;7.985;1
2018-02-01 00:00:00;52.0;1;7.7504;1
2018-02-02 00:00:00;52.0;1;7.0925;1
2018-02-03 00:00:00;48.0;1;7.995;1
2018-02-04 00:00:00;47.0;1;7.6988;1
2018-02-05 00:00:00;47.0;1;7.1408;1
2018-02-06 00:00:00;48.0;1;6.3981;1
2018-02-07 00:00:00;49.0;1;5.6571;1
2018-02-08 00:00:00;49.0;1;5.2708;1
2018-02-09 00:00:00;47.0;1;5.821;1
2018-02-10 00:00:00;47.0;1;5.7604;1
2018-02-11 00:00:00;47.0;1;5.7156;1
2018-02-12 00:00:00;47.0;1;5.8331;1
2018-02-13 00:00:00;46.0;1;5.9098;1
2018-02-14 00:00:00;45.0;1;6.0442;1
2018-02-15 00:00:00;44.0;1;6.1954;1
2018-02-16 00:00:00;44.0;1;5.9946;1
2018-02-17 00:00:00;43.0;1;5.8285;1
2018-02-18 00:00:00;43.0;1;5.8663;1
2018-02-19 00:00:00;42.0;1;5.7967;1
2018-02-20 00:00:00;42.0;1;5.3979;1
2018-02-21 00:00:00;43.0;1;4.631;1
2018-02-22 00:00:00;43.0;1;4.7792;1
2018-02-23 00:00:00;43.0;1;4.7679;1
2018-02-24 00:00:00;43.0;1;4.6725;1
2018-02-25 00:00:00;43.0;1;4.4798;1
2018-02-26 00:00:00;44.0;1;4.4079;1
2018-02-27 00:00:00;44.0;1;4.341;1
2018-02-28 00:00:00;44.0;1;4.3296;1
2018-03-01 00:00:00;44.0;1;4.2575;1
2018-03-02 00:00:00;43.0;1;4.2367;1
2018-03-03 00:00:00;42.0;1;4.0325;1
2018-03-04 00:00:00;42.0;1;3.8321;1
2018-03-05 00:00:00;41.0;1;3.615;1
2018-03-06 00:00:00;41.0;1;3.4179;1
2018-03-07 00:00:00;41.0;1;3.3944;1
2018-03-08 00:00:00;42.0;1;3.5452;1
2018-03-09 00:00:00;44.0;1;4.3733;1
2018-03-10 00:00:00;45.0;1;4.3021;1
2018-03-11 00:00:00;47.0;1;4.8433;1
2018-03-12 00:00:00;49.0;1;5.4933;1
2018-03-13 00:00:00;51.0;1;7.516;1
2018-03-14 00:00:00;50.0;1;8.1098;1
2018-03-15 00:00:00;49.0;1;8.0644;1
2018-03-16 00:00:00;48.0;1;7.1963;1
2018-03-17 00:00:00;48.0;1;6.4;1
2018-03-18 00:00:00;48.0;1;5.785;1
2018-03-19 00:00:00;46.0;1;6.2621;1
2018-03-20 00:00:00;43.0;1;7.0456;1
2018-03-21 00:00:00;43.0;1;6.5154;1
2018-03-22 00:00:00;44.0;1;6.3856;1
2018-03-23 00:00:00;43.0;1;6.8481;1
2018-03-24 00:00:00;41.0;1;6.9817;1
2018-03-25 00:00:00;41.0;1;6.5896;1
2018-03-26 00:00:00;43.0;1;5.9544;1
2018-03-27 00:00:00;45.0;1;5.41;1
2018-03-28 00:00:00;46.0;1;5.4494;1
2018-03-29 00:00:00;49.0;1;5.3873;1
2018-03-30 00:00:00;51.0;1;5.7304;1
2018-03-31 00:00:00;52.0;1;5.446;1
2018-04-01 00:00:00;55.0;1;5.6254;1
2018-04-02 00:00:00;58.0;1;5.6723;1
2018-04-03 00:00:00;57.0;1;8.2654;1
2018-04-04 00:00:00;53.0;1;9.6773;1
2018-04-05 00:00:00;53.0;1;9.1327;1
2018-04-06 00:00:00;52.0;1;9.2571;1
2018-04-07 00:00:00;49.0;1;9.2615;1
2018-04-08 00:00:00;48.0;1;8.1654;1
2018-04-09 00:00:00;46.0;1;7.1952;1
2018-04-10 00:00:00;45.0;1;5.654;1
2018-04-11 00:00:00;46.0;1;5.0633;1
2018-04-12 00:00:00;45.0;1;4.7556;1
2018-04-13 00:00:00;44.0;1;5.1802;1
2018-04-14 00:00:00;42.0;1;5.5538;1
2018-04-15 00:00:00;42.0;1;5.0344;1
2018-04-16 00:00:00;42.0;1;3.9591;1
2018-04-17 00:00:00;45.0;1;3.1565;1
2018-04-18 00:00:00;46.0;1;3.1803;1
2018-04-19 00:00:00;47.0;1;3.5142;1
2018-04-20 00:00:00;48.0;1;3.874;1
2018-04-21 00:00:00;47.0;1;4.2465;1
2018-04-22 00:00:00;48.0;1;4.0377;1
2018-04-23 00:00:00;48.0;1;3.8628;1
2018-04-24 00:00:00;47.0;1;4.6825;1
2018-04-25 00:00:00;46.0;1;5.1292;1
2018-04-26 00:00:00;46.0;1;5.0919;1
2018-04-27 00:00:00;45.0;1;5.1517;1
2018-04-28 00:00:00;44.0;1;4.7625;1
2018-04-29 00:00:00;44.0;1;4.159;1
2018-04-30 00:00:00;44.0;1;4.7375;1
2018-05-01 00:00:00;44.0;1;5.104;1
2018-05-02 00:00:00;43.0;1;4.4027;1
2018-05-03 00:00:00;43.0;1;3.2954;1
